Z,Pressure,Grip Angle,Timestamp,Test ID,X Displacement,Y Displacement,Distance,Stable
0,110,900,1732864374,0,0,0,0,0
0,267,890,1732864381,0,0,0,0,0
0,273,900,1732864388,0,0,0,0,0
0,297,900,1732864395,0,0,0,0,0
0,354,900,1732864402,0,0,0,0,0
0,404,900,1732864409,0,0,0,0,0
0,433,900,1732864416,0,0,0,0,0
0,456,900,1732864423,0,0,0,0,0
0,481,900,1732864430,0,0,0,0,0
0,505,900,1732864437,0,1,0,1,0
0,525,900,1732864444,0,0,0,0,0
0,544,890,1732864451,0,0,0,0,0
0,562,900,1732864458,0,1,0,1,0
0,574,920,1732864465,0,0,0,0,0
0,589,930,1732864472,0,1,1,0,0
0,601,920,1732864479,0,0,0,0,0
0,610,900,1732864486,0,1,0,1,0
0,623,880,1732864493,0,0,1,1,0
0,629,880,1732864500,0,0,0,0,0
0,638,900,1732864507,0,1,0,1,0
0,648,900,1732864515,0,0,0,0,0
0,652,900,1732864522,0,1,1,0,0
0,661,900,1732864529,0,0,0,0,0
0,666,900,1732864536,0,1,1,0,0
0,668,900,1732864543,0,0,0,0,0
0,673,900,1732864550,0,0,0,0,0
0,675,900,1732864557,0,1,1,0,0
0,676,900,1732864564,0,0,1,1,0
0,681,920,1732864571,0,0,0,0,0
0,681,920,1732864578,0,0,1,1,0
0,684,900,1732864585,0,0,0,0,0
0,690,920,1732864592,0,0,1,1,0
0,690,920,1732864599,0,0,0,0,0
0,695,930,1732864606,0,0,0,0,0
0,699,930,1732864613,0,0,1,1,0
0,697,930,1732864620,0,0,0,0,0
0,702,930,1732864627,0,0,0,0,0
0,704,930,1732864634,0,0,1,1,0
0,702,930,1732864641,0,0,0,0,0
0,704,930,1732864648,0,0,1,1,0
0,705,930,1732864655,0,0,0,0,0
0,708,930,1732864662,0,0,0,0,0
0,713,930,1732864669,0,0,1,1,0
0,712,950,1732864676,0,0,0,0,0
0,716,930,1732864683,0,1,0,1,0
0,719,950,1732864690,0,0,1,1,0
0,718,950,1732864698,0,0,0,0,0
0,723,960,1732864705,0,0,0,0,0
0,723,950,1732864712,0,0,0,0,0
0,722,930,1732864719,0,0,1,1,0
0,726,930,1732864726,0,0,0,0,0
0,726,910,1732864733,0,1,0,1,0
0,727,940,1732864740,0,0,1,1,0
0,729,950,1732864747,0,0,0,0,0
0,729,950,1732864754,0,0,0,0,0
0,732,950,1732864761,0,1,0,1,0
0,735,930,1732864768,0,0,1,1,0
0,732,930,1732864775,0,0,0,0,0
0,739,940,1732864782,0,1,0,1,0
0,735,960,1732864789,0,0,0,0,0
0,738,960,1732864796,0,0,0,0,0
0,739,940,1732864803,0,0,1,1,0
0,739,950,1732864810,0,1,0,1,0
0,739,930,1732864817,0,0,0,0,0
0,741,930,1732864824,0,0,0,0,0
0,741,920,1732864831,0,0,0,0,0
0,743,920,1732864838,0,0,0,0,0
0,745,900,1732864845,0,1,1,0,0
0,742,900,1732864852,0,0,0,0,0
0,747,900,1732864859,0,1,0,1,0
0,746,910,1732864866,0,0,0,0,0
0,745,920,1732864873,0,1,0,1,0
0,748,920,1732864880,0,0,0,0,0
0,750,920,1732864888,0,0,0,0,0
0,750,900,1732864895,0,1,0,1,0
0,754,900,1732864902,0,0,1,1,0
0,753,900,1732864909,0,1,0,1,0
0,756,910,1732864916,0,0,0,0,0
0,759,910,1732864923,0,0,0,0,0
0,757,900,1732864930,0,1,0,1,0
0,760,900,1732864937,0,0,0,0,0
0,761,900,1732864944,0,0,1,1,0
0,759,900,1732864951,0,1,0,1,0
0,762,900,1732864958,0,0,0,0,0
0,763,900,1732864965,0,1,0,1,0
0,762,900,1732864972,0,0,0,0,0
0,765,910,1732864979,0,1,0,1,0
0,763,930,1732864986,0,0,0,0,0
0,765,930,1732864993,0,1,0,1,0
0,770,930,1732865000,0,0,0,0,0
0,767,930,1732865007,0,0,0,0,0
0,767,930,1732865014,0,1,0,1,0
0,771,930,1732865021,0,0,0,0,0
0,768,930,1732865028,0,0,0,0,0
0,771,920,1732865035,0,1,0,1,0
0,768,920,1732865042,0,0,0,0,0
0,770,900,1732865049,0,0,0,0,0
0,773,900,1732865056,0,1,0,1,0
0,768,900,1732865063,0,0,0,0,0
0,770,910,1732865071,0,1,0,1,0
