Z,Pressure,Grip Angle,Timestamp,Test ID,X Displacement,Y Displacement,Distance,Stable
0,25,1320,3768030,0,0,0,0,0
0,62,1320,3768037,0,0,0,0,0
0,74,1310,3768044,0,0,0,0,0
0,77,1310,3768051,0,0,0,0,0
0,78,1310,3768058,0,0,1,1,0
0,78,1320,3768065,0,0,0,0,0
0,79,1320,3768072,0,0,0,0,0
0,84,1310,3768079,0,0,0,0,0
0,88,1320,3768086,0,0,0,0,0
0,106,1320,3768093,0,0,0,0,0
0,126,1320,3768100,0,1,0,1,0
0,145,1320,3768107,0,0,1,1,0
0,162,1320,3768114,0,0,0,0,0
0,172,1310,3768121,0,0,0,0,0
0,181,1310,3768128,0,0,0,0,0
0,190,1310,3768135,0,0,0,0,0
0,192,1320,3768142,0,0,0,0,0
0,193,1330,3768149,0,0,0,0,0
0,195,1330,3768157,0,0,0,0,0
0,195,1330,3768164,0,0,0,0,0
0,201,1330,3768171,0,0,0,0,0
0,216,1330,3768178,0,0,0,0,0
0,224,1310,3768185,0,0,0,0,0
0,231,1310,3768192,0,0,0,0,0
0,231,1310,3768199,0,0,0,0,0
0,231,1310,3768206,0,0,0,0,0
0,234,1320,3768213,0,0,0,0,0
0,235,1330,3768220,0,0,0,0,0
0,236,1320,3768227,0,0,0,0,0
0,240,1340,3768234,0,0,0,0,0
0,245,1350,3768241,0,0,0,0,0
0,257,1330,3768248,0,1,0,1,0
0,265,1330,3768255,0,0,0,0,0
0,274,1320,3768262,0,0,0,0,0
0,286,1320,3768269,0,0,0,0,0
0,297,1310,3768276,0,0,0,0,0
0,299,1310,3768283,0,0,1,1,0
0,301,1320,3768290,0,0,0,0,0
0,302,1330,3768297,0,0,0,0,0
0,301,1340,3768304,0,0,0,0,0
0,302,1350,3768311,0,1,0,1,0
0,301,1340,3768318,0,0,0,0,0
0,302,1340,3768325,0,0,0,0,0
0,302,1340,3768332,0,0,0,0,0
0,301,1340,3768340,0,0,0,0,0
0,303,1330,3768347,0,0,0,0,0
0,306,1320,3768354,0,0,0,0,0
0,312,1310,3768361,0,0,0,0,0
0,321,1310,3768368,0,0,0,0,0
0,328,1320,3768375,0,0,0,0,0
0,334,1320,3768382,0,0,0,0,0
0,343,1330,3768389,0,0,0,0,0
0,344,1340,3768396,0,0,0,0,0
0,347,1340,3768403,0,0,0,0,0
0,350,1330,3768410,0,0,0,0,0
0,353,1320,3768417,0,0,0,0,0
0,357,1320,3768424,0,0,0,0,0
0,363,1330,3768431,0,0,0,0,0
0,370,1330,3768438,0,0,0,0,0
0,377,1330,3768445,0,0,0,0,0
0,381,1330,3768452,0,0,0,0,0
0,381,1330,3768459,0,0,0,0,0
0,384,1320,3768466,0,0,0,0,0
0,385,1330,3768473,0,0,0,0,0
0,386,1330,3768480,0,0,1,1,0
0,389,1330,3768487,0,0,0,0,0
0,388,1340,3768494,0,0,0,0,0
0,389,1330,3768501,0,0,0,0,0
0,391,1340,3768508,0,0,0,0,0
0,396,1340,3768515,0,0,0,0,0
0,398,1330,3768523,0,0,0,0,0
0,404,1330,3768530,0,0,0,0,0
0,408,1330,3768537,0,0,0,0,0
0,414,1330,3768544,0,0,0,0,0
0,418,1330,3768551,0,0,0,0,0
0,419,1330,3768558,0,0,0,0,0
0,420,1330,3768565,0,0,0,0,0
0,418,1320,3768572,0,0,0,0,0
0,419,1320,3768579,0,0,0,0,0
0,421,1320,3768586,0,0,0,0,0
0,419,1320,3768593,0,0,0,0,0
0,421,1330,3768600,0,0,0,0,0
0,421,1330,3768607,0,0,0,0,0
0,421,1330,3768614,0,0,0,0,0
0,421,1330,3768621,0,0,0,0,0
0,421,1330,3768628,0,0,0,0,0
0,421,1320,3768635,0,0,0,0,0
0,423,1320,3768642,0,0,0,0,0
0,421,1320,3768649,0,0,0,0,0
0,421,1320,3768656,0,0,0,0,0
0,422,1320,3768663,0,0,0,0,0
0,421,1320,3768670,0,0,0,0,0
0,422,1330,3768677,0,0,0,0,0
0,422,1340,3768684,0,0,0,0,0
0,422,1340,3768691,0,0,0,0,0
0,427,1340,3768698,0,0,0,0,0
0,434,1340,3768705,0,0,0,0,0
0,439,1330,3768713,0,0,0,0,0
0,440,1330,3768720,0,0,0,0,0
0,440,1330,3768727,0,1,0,1,0
0,441,1320,3768734,0,0,0,0,0
0,443,1320,3768741,0,0,0,0,0
0,442,1320,3768748,0,0,0,0,0
0,443,1310,3768755,0,0,0,0,0
0,445,1310,3768762,0,0,0,0,0
0,445,1320,3768769,0,0,0,0,0
0,447,1320,3768776,0,0,0,0,0
0,448,1320,3768783,0,0,0,0,0
0,447,1320,3768790,0,0,0,0,0
0,449,1320,3768797,0,0,0,0,0
0,448,1320,3768804,0,1,0,1,0
0,449,1330,3768811,0,0,0,0,0
0,450,1320,3768818,0,0,0,0,0
0,449,1320,3768825,0,1,0,1,0
0,449,1330,3768832,0,0,0,0,0
0,451,1330,3768839,0,1,1,0,0
0,450,1340,3768846,0,0,0,0,0
0,452,1340,3768853,0,0,0,0,0
0,453,1340,3768860,0,0,0,0,0
0,452,1330,3768867,0,0,1,1,0
0,456,1330,3768874,0,0,0,0,0
0,457,1330,3768881,0,0,0,0,0
0,460,1330,3768888,0,0,0,0,0
0,464,1340,3768896,0,1,0,1,0
0,464,1360,3768903,0,0,0,0,0
0,465,1360,3768910,0,0,0,0,0
0,465,1370,3768917,0,0,1,1,0
0,465,1370,3768924,0,0,0,0,0
0,467,1360,3768931,0,0,0,0,0
0,468,1350,3768938,0,0,0,0,0
0,468,1350,3768945,0,1,0,1,0
0,469,1360,3768952,0,0,0,0,0
0,469,1370,3768959,0,0,1,1,0
0,469,1390,3768966,0,0,0,0,0
0,471,1390,3768973,0,0,0,0,0
0,470,1390,3768980,0,0,1,1,0
0,471,1390,3768987,0,1,0,1,0
0,471,1390,3768994,0,0,0,0,0
0,470,1390,3769001,0,0,0,0,0
0,471,1390,3769008,0,0,0,0,0
0,472,1380,3769015,0,0,0,0,0
0,471,1390,3769022,0,0,0,0,0
0,473,1390,3769029,0,0,0,0,0
0,473,1410,3769036,0,0,0,0,0
0,472,1380,3769043,0,0,0,0,0
0,474,1380,3769050,0,0,0,0,0
0,473,1360,3769057,0,0,1,1,0
0,474,1360,3769064,0,0,0,0,0
0,476,1380,3769071,0,0,0,0,0
0,474,1390,3769079,0,0,0,0,0
0,476,1420,3769086,0,0,0,0,0
0,476,1420,3769093,0,0,1,1,0
0,476,1420,3769100,0,0,0,0,0
0,478,1410,3769107,0,0,0,0,0
0,478,1390,3769114,0,0,1,1,0
0,477,1380,3769121,0,0,0,0,0
0,479,1360,3769128,0,0,0,0,0
0,478,1350,3769135,0,0,0,0,0
0,481,1350,3769142,0,0,0,0,0
0,483,1350,3769149,0,0,0,0,0
0,481,1370,3769156,0,0,0,0,0
0,482,1380,3769163,0,0,0,0,0
0,482,1380,3769170,0,0,0,0,0
0,482,1380,3769177,0,0,0,0,0
0,484,1370,3769184,0,0,0,0,0
0,484,1370,3769191,0,0,1,1,0
0,484,1380,3769198,0,0,0,0,0
0,485,1380,3769205,0,0,0,0,0
0,484,1360,3769212,0,0,0,0,0
0,485,1360,3769219,0,1,1,0,0
0,486,1360,3769226,0,0,0,0,0
0,485,1360,3769233,0,0,0,0,0
0,486,1370,3769240,0,0,0,0,0
0,487,1360,3769247,0,0,0,0,0
0,486,1360,3769254,0,0,1,1,0
0,488,1360,3769261,0,0,0,0,0
0,487,1360,3769269,0,0,0,0,0
0,487,1370,3769276,0,0,0,0,0
0,489,1370,3769283,0,0,0,0,0
0,487,1350,3769290,0,0,0,0,0
0,488,1360,3769297,0,0,0,0,0
0,490,1360,3769304,0,0,0,0,0
0,488,1370,3769311,0,0,1,1,0
0,490,1390,3769318,0,0,0,0,0
0,490,1390,3769325,0,0,0,0,0
0,489,1380,3769332,0,0,0,0,0
0,490,1380,3769339,0,0,0,0,0
0,490,1380,3769346,0,0,1,1,0
0,489,1380,3769353,0,0,0,0,0
0,491,1370,3769360,0,0,0,0,0
0,490,1370,3769367,0,0,0,0,0
0,490,1370,3769374,0,0,0,0,0
0,491,1360,3769381,0,0,1,1,0
0,490,1360,3769388,0,1,0,1,0
0,491,1360,3769395,0,0,0,0,0
0,492,1350,3769402,0,0,0,0,0
0,492,1350,3769409,0,0,1,1,0
0,495,1340,3769416,0,0,0,0,0
0,495,1350,3769423,0,0,0,0,0
0,495,1340,3769430,0,1,1,0,0
0,496,1340,3769437,0,0,0,0,0
0,497,1350,3769444,0,0,0,0,0
0,497,1340,3769452,0,0,1,1,0
0,502,1350,3769459,0,0,0,0,0
0,501,1340,3769466,0,1,0,1,0
0,503,1340,3769473,0,0,0,0,0
0,505,1330,3769480,0,0,0,0,0
0,503,1320,3769487,0,0,0,0,0
0,505,1320,3769494,0,0,0,0,0
0,506,1310,3769501,0,1,0,1,0
0,505,1320,3769508,0,0,0,0,0
0,506,1330,3769515,0,0,0,0,0
0,508,1340,3769522,0,0,0,0,0
0,508,1340,3769529,0,0,1,1,0
0,509,1340,3769536,0,0,0,0,0
0,509,1340,3769543,0,0,0,0,0
0,509,1330,3769550,0,0,1,1,0
0,510,1330,3769557,0,1,0,1,0
0,509,1320,3769564,0,0,0,0,0
0,510,1330,3769571,0,0,0,0,0
0,512,1330,3769578,0,0,0,0,0
0,512,1330,3769585,0,1,0,1,0
0,513,1330,3769592,0,0,0,0,0
0,514,1330,3769599,0,0,0,0,0
0,513,1330,3769606,0,0,0,0,0
0,515,1340,3769613,0,0,0,0,0
0,515,1340,3769620,0,1,0,1,0
0,516,1330,3769627,0,0,0,0,0
0,518,1330,3769635,0,0,1,1,0
0,518,1320,3769642,0,0,0,0,0
0,520,1320,3769649,0,0,0,0,0
0,521,1320,3769656,0,1,0,1,0
0,520,1320,3769663,0,0,0,0,0
0,522,1320,3769670,0,0,0,0,0
0,522,1320,3769677,0,0,1,1,0
0,522,1320,3769684,0,1,0,1,0
0,525,1320,3769691,0,0,0,0,0
0,522,1320,3769698,0,0,0,0,0
0,523,1320,3769705,0,0,0,0,0
0,525,1320,3769712,0,1,0,1,0
0,523,1320,3769719,0,0,0,0,0
0,525,1340,3769726,0,0,0,0,0
0,525,1330,3769733,0,0,0,0,0
0,525,1330,3769740,0,0,0,0,0
0,526,1330,3769747,0,0,0,0,0
0,528,1320,3769754,0,0,0,0,0
0,528,1320,3769761,0,0,0,0,0
0,528,1320,3769768,0,1,0,1,0
0,528,1330,3769775,0,0,0,0,0
0,528,1340,3769782,0,0,0,0,0
0,530,1340,3769789,0,0,0,0,0
0,529,1330,3769796,0,0,0,0,0
0,531,1330,3769803,0,0,0,0,0
0,531,1320,3769810,0,1,0,1,0
0,531,1320,3769817,0,0,0,0,0
0,532,1330,3769825,0,0,0,0,0
0,532,1320,3769832,0,0,0,0,0
0,532,1320,3769839,0,0,0,0,0
0,533,1320,3769846,0,0,0,0,0
0,532,1320,3769853,0,0,0,0,0
0,532,1330,3769860,0,0,0,0,0
0,534,1330,3769867,0,0,0,0,0
0,533,1330,3769874,0,1,0,1,0
0,534,1330,3769881,0,0,0,0,0
0,535,1320,3769888,0,0,0,0,0
0,534,1320,3769895,0,0,0,0,0
0,535,1330,3769902,0,0,0,0,0
0,535,1330,3769909,0,1,0,1,0
0,534,1320,3769916,0,0,0,0,0
0,536,1320,3769923,0,0,0,0,0
0,535,1310,3769930,0,0,0,0,0
0,534,1320,3769937,0,1,0,1,0
0,536,1320,3769944,0,0,0,0,0
0,534,1320,3769951,0,0,0,0,0
0,535,1330,3769958,0,1,0,1,0
0,537,1330,3769965,0,0,0,0,0
0,534,1320,3769972,0,0,0,0,0
0,537,1320,3769979,0,0,0,0,0
0,537,1320,3769986,0,1,0,1,0
0,536,1320,3769993,0,0,0,0,0
0,537,1330,3770000,0,0,0,0,0
0,537,1320,3770008,0,0,0,0,0
0,537,1320,3770015,0,0,0,0,0
0,538,1330,3770022,0,1,0,1,0
0,537,1320,3770029,0,0,0,0,0
0,537,1320,3770036,0,0,0,0,0
0,538,1320,3770043,0,0,0,0,0
0,537,1310,3770050,0,1,0,1,0
0,538,1310,3770057,0,0,0,0,0
0,539,1310,3770064,0,0,0,0,0
0,537,1310,3770071,0,1,0,1,0
0,539,1310,3770078,0,0,1,1,0
0,538,1320,3770085,0,0,0,0,0
0,537,1310,3770092,0,0,0,0,0
0,539,1320,3770099,0,0,0,0,0
0,537,1320,3770106,0,0,0,0,0
0,538,1320,3770113,0,1,0,1,0
0,540,1320,3770120,0,0,0,0,0
0,538,1320,3770127,0,0,0,0,0
0,539,1320,3770134,0,0,0,0,0
0,540,1310,3770141,0,0,0,0,0
0,537,1320,3770148,0,0,0,0,0
0,539,1320,3770155,0,0,1,1,0
0,539,1320,3770162,0,0,0,0,0
0,538,1320,3770169,0,0,0,0,0
0,539,1320,3770176,0,0,0,0,0
0,538,1320,3770183,0,0,0,0,0
0,538,1320,3770191,0,0,0,0,0
0,540,1330,3770198,0,0,1,1,0
0,538,1320,3770205,0,0,0,0,0
0,539,1330,3770212,0,1,0,1,0
0,540,1320,3770219,0,0,1,1,0
0,538,1320,3770226,0,0,0,0,0
0,540,1320,3770233,0,0,0,0,0
0,540,1320,3770240,0,1,0,1,0
0,539,1330,3770247,0,0,1,1,0
0,540,1330,3770254,0,0,0,0,0
0,540,1340,3770261,0,1,0,1,0
0,540,1340,3770268,0,0,0,0,0
0,541,1330,3770275,0,0,0,0,0
0,540,1330,3770282,0,0,0,0,0
