Z,Pressure,Grip Angle,Timestamp,Test ID,X Displacement,Y Displacement,Distance,Stable
0,126,860,1732464831,0,0,0,0,0
0,202,860,1732464838,0,0,0,0,0
0,276,860,1732464845,0,0,0,0,0
12,328,860,1732464852,0,0,0,0,0
0,373,860,1732464859,0,0,0,0,0
0,409,860,1732464866,0,0,1,1,0
0,436,860,1732464873,0,0,0,0,0
0,457,860,1732464881,0,0,0,0,0
0,479,860,1732464888,0,0,0,0,0
0,501,860,1732464895,0,0,0,0,0
0,521,860,1732464902,0,0,0,0,0
0,538,860,1732464909,0,1,0,1,0
0,548,860,1732464916,0,0,0,0,0
0,559,860,1732464923,0,0,0,0,0
0,565,870,1732464930,0,1,0,1,0
0,568,870,1732464937,0,0,0,0,0
0,574,870,1732464944,0,0,0,0,0
0,578,870,1732464951,0,1,1,0,0
0,580,860,1732464958,0,0,0,0,0
0,587,870,1732464965,0,1,0,1,0
0,594,860,1732464972,0,0,0,0,0
0,599,860,1732464979,0,0,0,0,0
0,608,860,1732464986,0,0,0,0,0
0,611,860,1732464993,0,0,1,1,0
0,616,850,1732465000,0,1,0,1,0
0,620,860,1732465007,0,0,0,0,0
0,621,850,1732465014,0,0,1,1,0
0,627,850,1732465021,0,1,0,1,0
0,625,850,1732465028,0,0,1,1,0
0,627,850,1732465035,0,0,0,0,0
0,629,850,1732465042,0,0,0,0,0
0,631,850,1732465049,0,0,0,0,0
0,633,850,1732465056,0,0,1,1,0
0,637,850,1732465064,0,1,0,1,0
0,628,850,1732465071,0,0,0,0,0
0,641,850,1732465078,0,0,1,1,0
0,644,850,1732465085,0,0,0,0,0
0,649,860,1732465092,0,0,0,0,0
0,645,860,1732465099,0,0,1,1,0
0,657,860,1732465106,0,1,0,1,0
0,660,860,1732465113,0,0,0,0,0
0,666,860,1732465120,0,0,0,0,0
0,668,860,1732465127,0,0,1,1,0
0,669,860,1732465134,0,0,0,0,0
0,675,860,1732465141,0,0,1,1,0
0,675,860,1732465148,0,0,0,0,0
0,675,860,1732465155,0,0,0,0,0
0,676,870,1732465162,0,0,1,1,0
0,676,870,1732465169,0,0,0,0,0
0,671,870,1732465176,0,0,0,0,0
0,680,870,1732465183,0,0,0,0,0
0,678,880,1732465190,0,0,1,1,0
0,682,880,1732465197,0,1,0,1,0
0,684,880,1732465204,0,0,0,0,0
0,684,880,1732465211,0,0,0,0,0
0,687,880,1732465218,0,0,1,1,0
0,685,880,1732465225,0,0,0,0,0
0,684,880,1732465232,0,0,0,0,0
0,688,880,1732465239,0,0,1,1,0
0,685,880,1732465247,0,0,0,0,0
0,689,880,1732465254,0,1,0,1,0
0,690,880,1732465261,0,0,0,0,0
0,689,880,1732465268,0,0,0,0,0
0,693,890,1732465275,0,0,1,1,0
0,691,890,1732465282,0,0,0,0,0
0,691,890,1732465289,0,0,0,0,0
0,696,880,1732465296,0,1,0,1,0
0,693,880,1732465303,0,0,1,1,0
0,693,880,1732465310,0,0,0,0,0
0,694,880,1732465317,0,0,0,0,0
0,693,880,1732465324,0,0,0,0,0
0,696,880,1732465331,0,0,1,1,0
0,696,870,1732465338,0,1,0,1,0
0,693,870,1732465345,0,0,0,0,0
0,698,860,1732465352,0,0,0,0,0
0,697,860,1732465359,0,0,0,0,0
0,696,860,1732465366,0,0,1,1,0
0,698,860,1732465373,0,1,0,1,0
12,697,860,1732465380,0,0,0,0,0
0,697,860,1732465387,0,1,0,1,0
0,699,860,1732465394,0,0,1,1,0
0,697,860,1732465401,0,0,0,0,0
0,698,860,1732465408,0,0,1,1,0
0,699,860,1732465415,0,1,0,1,0
0,698,860,1732465422,0,0,0,0,0
0,699,850,1732465429,0,0,1,1,0
0,700,860,1732465437,0,1,0,1,0
0,699,860,1732465444,0,0,0,0,0
0,702,860,1732465451,0,0,0,0,0
0,702,860,1732465458,0,0,0,0,0
0,703,860,1732465465,0,1,1,0,0
12,707,850,1732465472,0,0,0,0,0
0,706,850,1732465479,0,0,0,0,0
0,707,850,1732465486,0,0,0,0,0
0,710,850,1732465493,0,0,0,0,0
0,708,850,1732465500,0,1,0,1,0
0,711,860,1732465507,0,0,1,1,0
0,711,860,1732465514,0,0,0,0,0
0,711,850,1732465521,0,1,0,1,0
0,714,850,1732465528,0,0,0,0,0
0,713,850,1732465535,0,0,0,0,0
12,712,850,1732465542,0,0,0,0,0
0,716,850,1732465549,0,1,0,1,0
0,715,860,1732465556,0,0,0,0,0
12,715,850,1732465563,0,0,0,0,0
0,717,850,1732465570,0,0,0,0,0
0,715,850,1732465577,0,0,0,0,0
0,717,850,1732465584,0,0,0,0,0
0,717,850,1732465591,0,1,0,1,0
0,716,840,1732465598,0,0,0,0,0
0,719,850,1732465605,0,0,0,0,0
0,718,850,1732465612,0,1,0,1,0
0,716,850,1732465620,0,0,1,1,0
0,720,850,1732465627,0,0,0,0,0
0,717,860,1732465634,0,0,0,0,0
0,717,850,1732465641,0,0,0,0,0
12,718,860,1732465648,0,1,0,1,0
0,717,860,1732465655,0,0,0,0,0
0,720,850,1732465662,0,0,0,0,0
0,720,860,1732465669,0,0,0,0,0
0,718,860,1732465676,0,1,0,1,0
0,719,860,1732465683,0,0,0,0,0
0,720,860,1732465690,0,0,0,0,0
0,721,860,1732465697,0,1,0,1,0
0,723,850,1732465704,0,0,0,0,0
12,720,850,1732465711,0,0,0,0,0
0,722,850,1732465718,0,0,0,0,0
0,723,850,1732465725,0,1,0,1,0
0,723,850,1732465732,0,0,0,0,0
0,724,850,1732465739,0,0,0,0,0
0,726,850,1732465746,0,1,0,1,0
0,723,850,1732465753,0,0,0,0,0
0,726,860,1732465760,0,0,0,0,0
0,726,850,1732465767,0,0,0,0,0
12,726,850,1732465774,0,1,1,0,0
0,727,860,1732465781,0,0,0,0,0
0,724,860,1732465788,0,0,0,0,0
0,726,850,1732465795,0,0,0,0,0
0,729,860,1732465803,0,1,0,1,0
0,726,850,1732465810,0,0,0,0,0
0,726,850,1732465817,0,0,0,0,0
0,727,860,1732465824,0,0,0,0,0
0,726,860,1732465831,0,1,0,1,0
0,729,860,1732465838,0,0,0,0,0
0,729,850,1732465845,0,0,1,1,0
0,728,850,1732465852,0,0,0,0,0
12,729,850,1732465859,0,1,0,1,0
0,729,850,1732465866,0,0,0,0,0
0,728,850,1732465873,0,0,0,0,0
12,730,850,1732465880,0,0,0,0,0
0,729,850,1732465887,0,0,0,0,0
0,730,860,1732465894,0,1,0,1,0
0,731,860,1732465901,0,0,1,1,0
0,729,860,1732465908,0,0,0,0,0
0,732,850,1732465915,0,0,0,0,0
0,732,850,1732465922,0,1,0,1,0
0,729,850,1732465929,0,0,0,0,0
0,732,860,1732465936,0,0,0,0,0
0,732,860,1732465943,0,0,1,1,0
0,731,860,1732465950,0,1,0,1,0
0,733,860,1732465957,0,0,0,0,0
0,730,850,1732465964,0,0,0,0,0
0,731,860,1732465971,0,0,0,0,0
0,734,850,1732465978,0,0,0,0,0
0,731,850,1732465985,0,1,0,1,0
12,734,860,1732465993,0,0,0,0,0
0,735,860,1732466000,0,0,1,1,0
0,723,860,1732466007,0,0,0,0,0
0,733,860,1732466014,0,1,0,1,0
0,733,860,1732466021,0,0,0,0,0
0,733,860,1732466028,0,0,0,0,0
0,735,870,1732466035,0,0,0,0,0
12,732,870,1732466042,0,1,0,1,0
0,734,860,1732466049,0,0,0,0,0
0,738,860,1732466056,0,0,0,0,0
0,732,860,1732466063,0,0,1,1,0
0,735,860,1732466070,0,0,0,0,0
12,739,860,1732466077,0,1,0,1,0
0,733,870,1732466084,0,0,0,0,0
12,735,860,1732466091,0,0,0,0,0
0,735,860,1732466098,0,0,0,0,0
0,734,860,1732466105,0,0,0,0,0
0,736,860,1732466112,0,1,1,0,0
0,733,860,1732466119,0,0,0,0,0
0,735,860,1732466126,0,0,0,0,0
0,739,860,1732466133,0,0,0,0,0
0,735,860,1732466140,0,0,0,0,0
0,736,850,1732466147,0,1,0,1,0
12,739,860,1732466154,0,0,0,0,0
0,740,860,1732466161,0,0,1,1,0
0,739,860,1732466168,0,0,0,0,0
12,739,860,1732466176,0,1,0,1,0
0,736,860,1732466183,0,0,0,0,0
0,743,860,1732466190,0,0,0,0,0
0,739,860,1732466197,0,0,1,1,0
0,739,870,1732466204,0,0,0,0,0
0,740,860,1732466211,0,0,0,0,0
0,739,860,1732466218,0,1,0,1,0
0,739,860,1732466225,0,0,0,0,0
0,738,860,1732466232,0,0,1,1,0
0,729,860,1732466239,0,0,0,0,0
0,742,860,1732466246,0,1,0,1,0
0,739,860,1732466253,0,0,0,0,0
0,739,860,1732466260,0,0,1,1,0
0,741,860,1732466267,0,0,0,0,0
0,741,850,1732466274,0,0,0,0,0
12,740,860,1732466281,0,0,0,0,0
0,740,860,1732466288,0,1,1,0,0
0,739,860,1732466295,0,0,0,0,0
0,740,860,1732466302,0,0,0,0,0
0,742,860,1732466309,0,0,0,0,0
0,739,860,1732466316,0,1,1,0,0
0,739,860,1732466323,0,0,0,0,0
0,742,860,1732466330,0,0,0,0,0
0,739,860,1732466337,0,0,0,0,0
0,741,850,1732466344,0,0,1,1,0
0,741,860,1732466351,0,0,0,0,0
0,739,860,1732466359,0,1,0,1,0
0,742,860,1732466366,0,0,0,0,0
0,740,870,1732466373,0,0,1,1,0
0,740,870,1732466380,0,0,0,0,0
0,741,870,1732466387,0,0,0,0,0
0,738,870,1732466394,0,0,0,0,0
0,740,860,1732466401,0,1,1,0,0
0,741,860,1732466408,0,0,0,0,0
0,741,860,1732466415,0,0,0,0,0
0,740,870,1732466422,0,0,0,0,0
0,740,870,1732466429,0,0,1,1,0
0,739,860,1732466436,0,0,0,0,0
0,740,860,1732466443,0,0,0,0,0
0,739,870,1732466450,0,1,1,0,0
0,740,870,1732466457,0,0,0,0,0
0,742,870,1732466464,0,0,0,0,0
0,735,870,1732466471,0,0,0,0,0
0,740,870,1732466478,0,0,1,1,0
0,740,870,1732466485,0,0,0,0,0
0,736,870,1732466492,0,0,0,0,0
0,741,870,1732466499,0,0,1,1,0
0,739,870,1732466506,0,1,0,1,0
0,738,870,1732466513,0,0,0,0,0
0,741,870,1732466520,0,0,1,1,0
0,739,870,1732466527,0,0,0,0,0
12,736,870,1732466534,0,0,0,0,0
0,740,870,1732466541,0,0,0,0,0
12,738,870,1732466549,0,0,1,1,0
0,739,870,1732466556,0,0,0,0,0
0,742,870,1732466563,0,0,0,0,0
0,738,880,1732466570,0,0,1,1,0
0,742,870,1732466577,0,0,0,0,0
0,738,880,1732466584,0,0,0,0,0
0,740,880,1732466591,0,0,1,1,0
0,740,870,1732466598,0,1,0,1,0
0,739,870,1732466605,0,0,0,0,0
0,738,880,1732466612,0,0,1,1,0
0,740,880,1732466619,0,0,0,0,0
0,739,870,1732466626,0,0,0,0,0
0,739,870,1732466633,0,0,1,1,0
0,741,870,1732466640,0,0,0,0,0
0,735,870,1732466647,0,0,0,0,0
0,740,870,1732466654,0,0,1,1,0
0,741,870,1732466661,0,0,0,0,0
0,739,880,1732466668,0,0,0,0,0
12,742,870,1732466675,0,0,0,0,0
0,740,870,1732466682,0,0,1,1,0
0,739,880,1732466689,0,0,0,0,0
12,742,880,1732466696,0,0,0,0,0
0,739,880,1732466703,0,0,1,1,0
0,739,880,1732466710,0,1,0,1,0
0,740,880,1732466717,0,0,0,0,0
0,739,880,1732466724,0,0,0,0,0
0,741,880,1732466732,0,0,1,1,0
0,741,880,1732466739,0,0,0,0,0
0,739,880,1732466746,0,0,1,1,0
0,742,880,1732466753,0,0,0,0,0
0,741,870,1732466760,0,0,0,0,0
0,740,880,1732466767,0,0,0,0,0
0,742,870,1732466774,0,0,1,1,0
0,740,870,1732466781,0,0,0,0,0
0,740,870,1732466788,0,0,0,0,0
0,742,870,1732466795,0,0,1,1,0
