Z,Pressure,Grip Angle,Timestamp,Test ID,X Displacement,Y Displacement,Distance,Stable
0,73,910,1732647300,0,0,0,0,0
0,218,900,1732647307,0,0,0,0,0
0,253,900,1732647314,0,0,0,0,0
0,304,900,1732647321,0,0,0,0,0
0,351,900,1732647328,0,0,0,0,0
0,386,900,1732647335,0,0,0,0,0
0,413,910,1732647342,0,0,0,0,0
0,437,910,1732647349,0,0,0,0,0
0,460,910,1732647356,0,1,1,0,0
0,479,910,1732647363,0,1,0,1,0
0,497,900,1732647370,0,0,0,0,0
0,509,900,1732647377,0,1,0,1,0
0,521,900,1732647384,0,0,0,0,0
0,535,900,1732647391,0,0,1,1,0
0,543,900,1732647398,0,0,0,0,0
0,552,900,1732647405,0,0,0,0,0
0,562,900,1732647412,0,0,1,1,0
0,567,890,1732647419,0,1,1,0,0
0,575,900,1732647426,0,0,0,0,0
0,581,890,1732647433,0,0,0,0,0
0,586,890,1732647441,0,1,1,0,0
0,595,890,1732647448,0,0,0,0,0
12,597,890,1732647455,0,0,1,1,0
0,605,890,1732647462,0,0,0,0,0
0,609,890,1732647469,0,0,0,0,0
0,611,900,1732647476,0,0,1,1,0
0,616,900,1732647483,0,0,0,0,0
0,621,900,1732647490,0,1,1,0,0
0,627,900,1732647497,0,0,0,0,0
0,628,900,1732647504,0,0,1,1,0
0,632,900,1732647511,0,0,0,0,0
0,634,900,1732647518,0,0,1,1,0
0,641,900,1732647525,0,0,0,0,0
0,645,900,1732647532,0,0,0,0,0
0,649,900,1732647539,0,0,1,1,0
0,651,900,1732647546,0,0,0,0,0
0,655,900,1732647553,0,0,0,0,0
0,660,900,1732647560,0,1,1,0,0
0,664,900,1732647567,0,0,0,0,0
0,666,890,1732647574,0,0,0,0,0
0,670,890,1732647581,0,0,1,1,0
0,675,890,1732647588,0,0,0,0,0
0,672,890,1732647595,0,0,0,0,0
0,675,890,1732647602,0,0,1,1,0
0,675,890,1732647609,0,0,0,0,0
0,680,890,1732647616,0,0,1,1,0
0,681,900,1732647623,0,1,0,1,0
0,680,900,1732647631,0,0,0,0,0
0,684,900,1732647638,0,1,1,0,0
0,689,910,1732647645,0,0,0,0,0
0,689,910,1732647652,0,0,0,0,0
0,695,910,1732647659,0,1,1,0,0
0,696,910,1732647666,0,0,0,0,0
0,699,910,1732647673,0,0,0,0,0
0,705,910,1732647680,0,1,0,1,0
0,706,910,1732647687,0,0,0,0,0
0,709,910,1732647694,0,0,0,0,0
0,712,900,1732647701,0,1,0,1,0
0,711,900,1732647708,0,0,0,0,0
0,712,900,1732647715,0,0,1,1,0
0,714,900,1732647722,0,0,0,0,0
0,711,890,1732647729,0,1,0,1,0
0,715,900,1732647736,0,0,0,0,0
0,715,900,1732647743,0,0,1,1,0
0,711,900,1732647750,0,1,0,1,0
0,716,900,1732647757,0,0,0,0,0
0,717,900,1732647764,0,1,1,0,0
0,717,910,1732647771,0,0,0,0,0
0,720,910,1732647778,0,0,0,0,0
0,717,910,1732647785,0,1,0,1,0
0,710,910,1732647792,0,0,0,0,0
0,720,900,1732647799,0,0,0,0,0
0,719,900,1732647806,0,0,0,0,0
0,720,910,1732647814,0,0,0,0,0
0,721,900,1732647821,0,0,0,0,0
0,719,900,1732647828,0,1,0,1,0
0,720,900,1732647835,0,0,1,1,0
0,722,900,1732647842,0,0,0,0,0
0,722,900,1732647849,0,1,0,1,0
0,724,900,1732647856,0,0,0,0,0
0,723,900,1732647863,0,0,0,0,0
